SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,311 W 27th St,Richmond,VA,23225,324900,3,2,Woodland Heights,1878,4356,1910,11,173,,Active,,,http://www.redfin.com/VA/Richmond/311-W-27th-St-23225/home/55429949,CVRMLS,2007815,N,Y,37.5179404,-77.460149
MLS Listing,,Townhouse,Lot 15 Buntline Ln,Chesterfield,VA,23234,245850,3,2.5,Watermark,1634,,2020,11,150,95,Active,,,http://www.redfin.com/VA/North-Chesterfield/Lot-15-Buntline-LN-23234/home/171158052,CVRMLS,2008920,N,Y,37.4664427,-77.4628325
MLS Listing,,Townhouse,Lot 13 Buntline Ln,Chesterfield,VA,23234,243850,3,2.5,Watermark,1801,,2020,11,135,95,Active,,,http://www.redfin.com/VA/Chesterfield/Lot-13-Buntline-LN-23832/home/171157985,CVRMLS,2008918,N,Y,37.3770935,-77.5049863
MLS Listing,,Townhouse,Lot 9 Buntline Ln,Chesterfield,VA,23234,246950,3,2.5,Watermark,1801,,2020,11,137,95,Active,,,http://www.redfin.com/VA/North-Chesterfield/Lot-9-Buntline-LN-23234/home/171157760,CVRMLS,2008916,N,Y,37.4664427,-77.4628325
MLS Listing,,Townhouse,Lot 8 Buntline Ln,Chesterfield,VA,23234,238950,3,2.5,Watermark,1634,,2020,11,146,95,Active,,,http://www.redfin.com/VA/Chesterfield/Lot-8-Buntline-LN-23832/home/171157614,CVRMLS,2008915,N,Y,37.3770935,-77.5049863
MLS Listing,,Condo/Co-op,Lot 7 Buntline Ln,Chesterfield,VA,23234,239950,3,2.5,Watermark,1801,,2020,11,133,95,Active,,,http://www.redfin.com/VA/Chesterfield/Lot-7-Buntline-LN-23832/home/171157488,CVRMLS,2008912,N,Y,37.3770935,-77.5049863
MLS Listing,,Single Family Residential,301 Lock Ln,Richmond,VA,23226,2495000,8,7,Windsor Farms,6212,33105,1937,11,402,40,Active,,,http://www.redfin.com/VA/Richmond/301-Lock-Ln-23226/home/55452774,CVRMLS,2008699,N,Y,37.5565332,-77.5085231
MLS Listing,,Townhouse,Lot 6 Buntline Ln,Chesterfield,VA,23234,243950,3,2.5,Watermark,1634,,2020,11,149,95,Active,,,http://www.redfin.com/VA/Chesterfield/Lot-6-Buntline-LN-23832/home/171157405,CVRMLS,2008910,N,Y,37.3770935,-77.5049863
MLS Listing,,Single Family Residential,10406 Windingridge Cir,Henrico,VA,23238,379000,3,2.5,Gayton Forest,2450,17859,1977,11,155,,Active,,,http://www.redfin.com/VA/Richmond/10406-Windingridge-Cir-23238/home/59650375,CVRMLS,2008269,N,Y,37.6114765,-77.6039706
MLS Listing,,Single Family Residential,00000 Cambria Cove Blvd,Midlothian,VA,23112,366490,3,3,Cambria Cove,2688,,2020,11,136,58,Active,,,http://www.redfin.com/VA/Midlothian/Cambria-Cove-Blvd-23112/home/113658128,CVRMLS,2008667,N,Y,37.4438045,-77.6979713
MLS Listing,,Single Family Residential,920 Dalmore Dr,Midlothian,VA,23113,1399000,6,5,Dalmore,6250,464785,2002,11,224,125,Active,,,http://www.redfin.com/VA/Midlothian/920-Dalmore-Dr-23113/home/59862970,CVRMLS,2008755,N,Y,37.5345592,-77.7080232
MLS Listing,,Single Family Residential,7421 Griffin Ave,Henrico,VA,23227,149995,3,1,Stuart Ridge Addition,1008,8712,1965,11,149,,Active,,,http://www.redfin.com/VA/Richmond/7421-Griffin-Ave-23227/home/59646192,CVRMLS,2008902,N,Y,37.6257619,-77.4481684
MLS Listing,,Single Family Residential,2214 Carrington St,Richmond,VA,23223,324950,3,2.5,,1912,1306,2019,11,170,,Active,,,http://www.redfin.com/VA/Richmond/2214-Carrington-St-23223/home/55409868,CVRMLS,2008900,N,Y,37.539542,-77.414832
MLS Listing,,Single Family Residential,00 Cambria Cove Blvd,Midlothian,VA,23112,377490,4,2.5,Cambria Cove,3549,,2020,11,106,58,Active,,,http://www.redfin.com/VA/Midlothian/15813-Cambria-Cove-Blvd-23112/home/144490336,CVRMLS,2008487,N,Y,37.4457212,-77.7039377
MLS Listing,,Single Family Residential,3615 Stoney Ridge Rd,Chesterfield,VA,23112,254995,3,2,Stoney Ridge,2006,21344,1978,11,127,58,Active,,,http://www.redfin.com/VA/Midlothian/3615-Stoney-Ridge-Rd-23112/home/59501131,CVRMLS,2008885,N,Y,37.4379259,-77.6562746
MLS Listing,,Vacant Land,10204 Purcell Rd,Henrico,VA,23060,105000,,,,,25700,,11,,,Active,,,http://www.redfin.com/VA/HENRICO/10204-PURCELL-RD-23228/home/59621759,CVRMLS,2008896,N,Y,37.654851,-77.505488
MLS Listing,,Single Family Residential,2033 Grey Oaks Park Ln,Henrico,VA,23059,773768,6,5,Estates At Grey Oaks Sec. I,4685,15245,2020,11,165,43,Active,,,http://www.redfin.com/VA/Glen-Allen/2033-Grey-Oaks-Park-Ln-23059/home/59608220,CVRMLS,2008750,N,Y,37.682314,-77.61241
MLS Listing,,Vacant Land,2804 Purcell Ct,Henrico,VA,23060,105000,,,,,10890,,11,,,Active,,,http://www.redfin.com/VA/Glen-Allen/Purcell-Pl-23060/home/145289898,CVRMLS,2008893,N,Y,37.654583,-77.505505
MLS Listing,,Townhouse,15918 Hallowell Rdg Unit 446-4,Moseley,VA,23120,329490,2,2,Greenwich Walk At Foxcreek,1962,,2020,11,168,299,Active,,,http://www.redfin.com/VA/Moseley/15918-Hallowell-RDG-23120/unit-446-4/home/171155702,CVRMLS,2008838,N,Y,37.4153723,-77.7058813
MLS Listing,,Vacant Land,2801 Purcell Ct,Henrico,VA,23060,105000,,,,,11325,,11,,,Active,,,http://www.redfin.com/VA/Glen-Allen/2801-Purcell-Pl-23060/home/145289899,CVRMLS,2008887,N,Y,37.6602469,-77.5043637
MLS Listing,,Townhouse,316 Becklow Ave,Henrico,VA,23233,556194,3,3.5,Greengate,2350,,2020,11,237,170,Active,,,http://www.redfin.com/VA/Henrico/316-Becklow-Ave-23233/home/113276178,CVRMLS,2008349,N,Y,37.6582386,-77.6389051
MLS Listing,,Single Family Residential,309 Piping Rock Rd,Manakin Sabot,VA,23103,642610,4,3.5,Kinloch,2877,10454,2019,11,223,238,Active,,,http://www.redfin.com/VA/Manakin-Sabot/309-Piping-Rock-RD-23103/home/168701300,CVRMLS,2008774,N,Y,37.640703,-77.68111
MLS Listing,,Single Family Residential,210 Montezuma Ave,Henrico,VA,23223,150000,3,1,Montezuma Farms,1080,12632,1953,11,139,,Active,,,http://www.redfin.com/VA/Richmond/210-Montezuma-Ave-23223/home/59677782,CVRMLS,2008848,N,Y,37.558087,-77.4014188
MLS Listing,,Condo/Co-op,1830 Providence Villas Ct Unit 20A,North Chesterfield,VA,23236,314903,3,2,The Villas At Providence,1859,,2020,11,169,195,Active,,,http://www.redfin.com/VA/Richmond/1830-Providence-Villas-Ct-23236/unit-20A/home/171154877,CVRMLS,2008805,N,Y,37.478676,-77.571304
MLS Listing,,Single Family Residential,2309 Whitcomb St,Richmond,VA,23223,135000,4,2,Eastview,1807,7405,1955,11,75,,Active,,,http://www.redfin.com/VA/Richmond/2309-Whitcomb-St-23223/home/55415675,CVRMLS,2008631,N,Y,37.5537663,-77.4171013
MLS Listing,,Condo/Co-op,8402 Muldoon Ct #201,Henrico,VA,23228,114950,2,1,Shannon Green Condo,848,435,1983,11,136,195,Active,,,http://www.redfin.com/VA/Richmond/8402-Muldoon-Ct-23228/unit-201/home/168654757,CVRMLS,2007861,N,Y,37.6350129,-77.5282867
MLS Listing,,Townhouse,12340 Purbrook Walk,Henrico,VA,23233,798930,4,4.5,Greengate,3033,,2020,11,263,170,Active,,,http://www.redfin.com/VA/Three-Chopt/Purbrook-Ln-23233/home/167794652,CVRMLS,2008778,N,Y,37.65882,-77.636818
MLS Listing,,Condo/Co-op,272 Creekmore Pl Unit B,Goochland,VA,23238,389520,3,2.5,,1864,,2018,11,209,238,Active,,,http://www.redfin.com/VA/Henrico/272-Creekmore-Rd-23238/unit-B/home/168868566,CVRMLS,2008862,N,Y,37.6017963,-77.6746815
MLS Listing,,Single Family Residential,10267 Aynhoe Ct,Mechanicsville,VA,23116,314950,4,2.5,Kings Charter,2468,14374,1992,11,128,72,Active,,,http://www.redfin.com/VA/Mechanicsville/10267-Aynhoe-Ct-23116/home/56181534,CVRMLS,2008651,N,Y,37.6863423,-77.4325662
MLS Listing,,Single Family Residential,2300 Oakland Pl,Richmond,VA,23224,59900,2,2,Bellemeade Addition,1313,4791,1940,11,46,,Active,,,http://www.redfin.com/VA/Richmond/2300-Oakland-Pl-23224/home/55435675,CVRMLS,2008832,N,Y,37.4977183,-77.4406377
MLS Listing,,Single Family Residential,2198 Founders View Dr,Midlothian,VA,23113,569850,4,3.5,Founders Bridge,3194,9583,2005,11,178,295,Active,,,http://www.redfin.com/VA/Midlothian/2198-Founders-View-Dr-23113/home/59868106,CVRMLS,2008841,N,Y,37.5485988,-77.6804444
MLS Listing,,Single Family Residential,2243 Apperly Ter,Midlothian,VA,23112,550000,4,3.5,Newmarket,3038,,2020,11,181,75,Active,,,http://www.redfin.com/VA/Midlothian/2243-Apperly-Ter-23112/home/144490535,CVRMLS,2008830,N,Y,37.4681353,-77.6961017
MLS Listing,,Condo/Co-op,8139 Greystone East Cir,Richmond,VA,23229,349500,3,3,Greystone Condominium,1614,1306,1986,11,217,420,Active,,,http://www.redfin.com/VA/Richmond/8139-E-Greystone-Cir-23229/home/59672365,CVRMLS,2008721,N,Y,37.583492,-77.557704
MLS Listing,,Single Family Residential,3619 Noble Ave,Richmond,VA,23222,1099000,5,5.5,Ginter Park,5417,14810,2020,11,203,,Active,,,http://www.redfin.com/VA/Richmond/3619-Noble-Ave-23222/home/55424374,CVRMLS,2008118,N,Y,37.5841081,-77.4427894
MLS Listing,,Single Family Residential,5400 Elmwood Forest Ct,Glen Allen,VA,23059,489950,5,3.5,Wyndham Forest,3509,15245,2001,11,140,47,Active,,,http://www.redfin.com/VA/Glen-Allen/5400-Elmwood-Forest-Ct-23059/home/59591522,CVRMLS,2007722,N,Y,37.6915152,-77.5882914
MLS Listing,,Single Family Residential,3406 Hazelhurst Ave,Richmond,VA,23222,294900,4,2,Edgewood,2118,7405,1946,11,139,,Active,,,http://www.redfin.com/VA/Richmond/3406-Hazelhurst-Ave-23222/home/55423403,CVRMLS,2008715,N,Y,37.5804166,-77.4317168
MLS Listing,,Single Family Residential,1909 Hanover Ave,Richmond,VA,23220,585000,4,1.5,,2358,3049,1912,11,248,,Active,,,http://www.redfin.com/VA/Richmond/1909-Hanover-Ave-23220/home/55440780,CVRMLS,2008493,N,Y,37.5520634,-77.4632394
MLS Listing,,Single Family Residential,13501 Sunday Silence Ct,Midlothian,VA,23112,265000,4,3,Deer Run,1938,13503,1993,11,137,,Active,,,http://www.redfin.com/VA/Midlothian/13501-Sunday-Silence-Ct-23112/home/59504223,CVRMLS,2008801,N,Y,37.3899827,-77.6465652
MLS Listing,,Single Family Residential,7272 Stonewall Dr,Mechanicsville,VA,23111,199000,3,1.5,Battlefield Farms,1395,19602,1958,11,143,,Active,,,http://www.redfin.com/VA/Mechanicsville/7272-Stonewall-Dr-23111/home/56196808,CVRMLS,2008783,N,Y,37.6036367,-77.3665153
MLS Listing,,Single Family Residential,133 Green Acres Ave,Richmond,VA,23224,144950,3,2,Green Acres,1086,11325,1959,11,133,,Active,,,http://www.redfin.com/VA/Richmond/133-Green-Acres-Ave-23224/home/55401100,CVRMLS,2006554,N,Y,37.5059728,-77.4888612
