SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,2008 W Libbie Lake St Unit A,Henrico,VA,23230,308450,2,2.5,Neighborhood of Libbie Mill Midtown Section I,1562,,2020,6,197,178,Active,,,http://www.redfin.com/VA/Richmond/2008-W-Libbie-Lake-St-23230/unit-A/home/171188665,CVRMLS,2009297,N,Y,37.580361,-77.487405
MLS Listing,,Single Family Residential,4110 Patterson Ave,Richmond,VA,23221,487500,4,3,Monument Avenue Gardens,1958,6534,1936,6,249,,Active,,,http://www.redfin.com/VA/Richmond/4110-Patterson-Ave-23221/home/55447135,CVRMLS,2008930,N,Y,37.5667232,-77.4901628
MLS Listing,,Single Family Residential,2319 Elkview Dr,North Chesterfield,VA,23235,303950,4,2.5,Bexley,2757,,2020,6,110,19,Active,,,http://www.redfin.com/VA/North-Chesterfield/2319-Elkview-DR-23235/home/171188610,CVRMLS,2009293,N,Y,37.463167,-77.532948
MLS Listing,,Single Family Residential,12200 Graham Meadows Dr,Henrico,VA,23233,719408,4,3.5,Greengate,3062,,2020,6,235,180,Active,,,http://www.redfin.com/VA/Henrico/12200-Graham-Meadows-Dr-23233/home/113276286,CVRMLS,2009177,N,Y,37.6568701,-77.6370279
MLS Listing,,Single Family Residential,22 Rodes Ave,Sandston,VA,23150,169950,3,2,Sandston,1306,10018,1918,6,130,,Active,,,http://www.redfin.com/VA/Sandston/22-Rodes-Ave-23150/home/59688522,CVRMLS,2009131,N,Y,37.5200829,-77.3111952
MLS Listing,,Single Family Residential,309 Tarrytown Dr,Henrico,VA,23229,645000,4,4,Sleepy Hollow,3632,43560,1957,6,178,,Active,,,http://www.redfin.com/VA/Richmond/309-Tarrytown-Dr-23229/home/59670814,CVRMLS,2006229,N,Y,37.5819601,-77.5746361
MLS Listing,,Single Family Residential,3301 W Hundred Rd,Chester,VA,23831,149950,3,2,Oakland,1819,42253,1956,6,82,,Active,,,http://www.redfin.com/VA/Chester/3301-W-Hundred-Rd-23831/home/59574207,CVRMLS,2009218,N,Y,37.357743,-77.428983
MLS Listing,,Townhouse,12525 Wescott Dr,Midlothian,VA,23112,264950,3,2.5,Wescott,2080,,2020,6,127,150,Active,,,http://www.redfin.com/VA/Midlothian/12525-Wescott-DR-Unknown/home/170365122,CVRMLS,2009239,N,Y,37.5061069,-77.6490005
MLS Listing,,Townhouse,12517 Wescott Dr,Midlothian,VA,23112,265950,3,2.5,Wescott,2080,,2020,6,128,150,Active,,,http://www.redfin.com/VA/Midlothian/12517-Wescott-DR-Unknown/home/170365624,CVRMLS,2009238,N,Y,37.5061069,-77.6490005
MLS Listing,,Townhouse,12521 Wescott Dr,Midlothian,VA,23112,265950,3,2.5,Wescott,2080,,2020,6,128,150,Active,,,http://www.redfin.com/VA/Midlothian/12521-Wescott-DR-Unknown/home/170365219,CVRMLS,2009237,N,Y,37.5061069,-77.6490005
MLS Listing,,Single Family Residential,955 Roll Dr,Midlothian,VA,23114,500000,6,4.5,The Grove,3840,9147,2002,6,130,37,Active,,,http://www.redfin.com/VA/Midlothian/955-Roll-Dr-23114/home/59588957,CVRMLS,2008298,N,Y,37.4877006,-77.6494289
MLS Listing,,Townhouse,11756 Triple Notch Ter,Henrico,VA,23233,450500,4,3.5,Three Notch Place,2989,4356,2011,7,151,295,Active,,,http://www.redfin.com/VA/Richmond/11756-Triple-Notch-Ter-23233/home/59602828,CVRMLS,2006933,N,Y,37.6449714,-77.6140305
MLS Listing,,Townhouse,1214 Balustrade Blvd,Henrico,VA,23226,769500,3,3,Monument Square Condo,3265,3484,2017,7,236,382,Active,,,http://www.redfin.com/VA/Richmond/1214-Balustrade-Blvd-23226/home/113246070,CVRMLS,2008706,N,Y,37.5791929,-77.5044045
MLS Listing,,Condo/Co-op,27 Red Fox Ln,Henrico,VA,23228,89995,2,1.5,Hamlet Condominium,923,871,1962,7,98,695,Active,,,http://www.redfin.com/VA/Richmond/27-Red-Fox-Ln-23228/home/59661620,CVRMLS,2009032,N,Y,37.603632,-77.49393
MLS Listing,,Townhouse,2214 Kingsbrook Dr,Henrico,VA,23238,194500,3,2,Windsor Park Townhouses,1320,1742,1975,7,147,139,Active,,,http://www.redfin.com/VA/Richmond/2214-Kingsbrook-Dr-23238/home/59648013,CVRMLS,2009254,N,Y,37.616661,-77.640615
MLS Listing,,Single Family Residential,12501 Misty Lake Ct,Chesterfield,VA,23114,449950,5,3.5,Walton Lake,3429,34412,1989,7,131,72,Active,,,http://www.redfin.com/VA/Midlothian/12501-Misty-Lake-Ct-23114/home/59510616,CVRMLS,2009139,N,Y,37.4732306,-77.6302174
MLS Listing,,Single Family Residential,611 Greencastle Rd,North Chesterfield,VA,23236,239950,3,2,Scottingham,1692,17424,1979,7,142,,Active,,,http://www.redfin.com/VA/Richmond/611-Greencastle-Rd-23236/home/59533342,CVRMLS,2009150,N,Y,37.4877499,-77.559697
MLS Listing,,Single Family Residential,12129 Morestead Ct,Glen Allen,VA,23059,765000,4,3.5,Preston At Wyndham,4382,15681,2004,7,175,69,Active,,,http://www.redfin.com/VA/Glen-Allen/12129-Morestead-Ct-23059/home/59594397,CVRMLS,2009165,N,Y,37.707799,-77.6129115
MLS Listing,,Single Family Residential,2531 Hopkins Ln,Richmond,VA,23224,189950,3,2,,1248,,2020,8,152,,Active,,,http://www.redfin.com/VA/Richmond/2531-Hopkins-Rd-23224/home/55389934,CVRMLS,2006701,N,Y,37.4833369,-77.4673777
MLS Listing,,Single Family Residential,11321 Anna Way,Henrico,VA,23233,475000,5,2.5,Church Run,2834,13503,1991,8,168,29,Active,,,http://www.redfin.com/VA/Richmond/11321-Anna-Way-23233/home/59625425,CVRMLS,2007611,N,Y,37.6420076,-77.5950065
MLS Listing,,Condo/Co-op,3513 Hanover Ave Unit UC,Richmond,VA,23221,165000,1,1,Benedictine Commons,655,95396,1947,8,252,225,Active,,,http://www.redfin.com/VA/Richmond/3513-Hanover-Ave-23221/unit-UC/home/171172602,CVRMLS,2008501,N,Y,37.55991,-77.485647
MLS Listing,,Single Family Residential,6423 Cherrygrove Ln,Mechanicsville,VA,23111,239999,3,2,Cherrydale West,1300,17424,1989,8,185,,Active,,,http://www.redfin.com/VA/Mechanicsville/6423-Cherrygrove-Ln-23111/home/56203358,CVRMLS,2009153,N,Y,37.6281899,-77.3309842
MLS Listing,,Single Family Residential,6017 Centralia Rd,Chesterfield,VA,23832,329900,3,2.5,,2611,39204,2016,8,126,,Active,,,http://www.redfin.com/VA/Chesterfield/6017-Centralia-Rd-23832/home/59553111,CVRMLS,2009152,N,Y,37.375261,-77.491133
MLS Listing,,Single Family Residential,11504 Grey Oaks Estates Run,Glen Allen,VA,23059,804728,6,5,Estates at Grey Oaks South Section I,4801,15681,2020,8,168,43,Active,,,http://www.redfin.com/VA/Glen-Allen/11504-Grey-Oaks-Estates-Run-23059/home/113277099,CVRMLS,2009095,N,Y,37.6777624,-77.6087864
MLS Listing,,Single Family Residential,404 N Meadow St,Richmond,VA,23220,519000,3,2,,2040,1306,1908,8,254,,Active,,,http://www.redfin.com/VA/Richmond/404-N-Meadow-St-23220/home/55441289,CVRMLS,2009141,N,Y,37.5539704,-77.4634411
MLS Listing,,Single Family Residential,12219 Old Bailey Bridge Rd,Midlothian,VA,23112,219950,3,1.5,Elm Farm,1700,64904,1968,8,129,,Active,,,http://www.redfin.com/VA/Midlothian/12219-Old-Bailey-Bridge-Rd-23112/home/59514935,CVRMLS,2009135,N,Y,37.412974,-77.616539
MLS Listing,,Single Family Residential,12016 Drumore Way,Glen Allen,VA,23059,765000,5,3.5,Preston At Wyndham,4799,15245,1998,8,159,69,Active,,,http://www.redfin.com/VA/Glen-Allen/12016-Drumore-Way-23059/home/59612796,CVRMLS,2009130,N,Y,37.703726,-77.6148138
MLS Listing,,Townhouse,14327 Michaux Village Dr,Midlothian,VA,23113,342950,2,3.5,Winterfield Park,2140,,2019,8,160,140,Active,,,http://www.redfin.com/VA/Midlothian/14327-Michaux-Village-Dr-23113/home/144490961,CVRMLS,2009134,N,Y,37.5097586,-77.6645706
MLS Listing,,Single Family Residential,1823 Leslie Ln,Richmond,VA,23228,266000,4,2,North Run Terrace,1988,12196,1972,8,134,,Active,,,http://www.redfin.com/VA/Richmond/1823-Leslie-Ln-23228/home/59629965,CVRMLS,2008753,N,Y,37.645297,-77.4867104
MLS Listing,,Single Family Residential,4307 Park Ave,Richmond,VA,23221,443500,3,2,Leonard Heights,1510,5662,1950,8,294,,Active,,,http://www.redfin.com/VA/Richmond/4307-Park-Ave-23221/home/55447093,CVRMLS,2009117,N,Y,37.5684053,-77.492357
MLS Listing,,Single Family Residential,903 Sumpter St,Richmond,VA,23220,165000,2,2,,992,5662,1968,8,166,,Active,,,http://www.redfin.com/VA/Richmond/903-Sumpter-St-23220/home/55438964,CVRMLS,2009057,N,Y,37.539999,-77.465477
MLS Listing,,Single Family Residential,490 Comstock Dr,North Chesterfield,VA,23236,285000,3,2.5,Hylton Park,2040,18730,1980,8,140,,Active,,,http://www.redfin.com/VA/Richmond/490-Comstock-Dr-23236/home/59521052,CVRMLS,2009076,N,Y,37.4973031,-77.5971553
MLS Listing,,Single Family Residential,3311 Lifsey Ln,Chesterfield,VA,23832,220000,3,3,North Lake Hills,1773,17859,1964,9,124,,Active,,,http://www.redfin.com/VA/Chesterfield/3311-Lifsey-Ln-23832/home/59546160,CVRMLS,2009098,N,Y,37.4632857,-77.5200321
MLS Listing,,Condo/Co-op,1657 W Broad St Unit U12,Richmond,VA,23220,220000,2,1,,810,871,1920,9,272,250,Active,,,http://www.redfin.com/VA/Richmond/1657-W-Broad-St-23220/unit-U12/home/171171156,CVRMLS,2007085,N,Y,37.5550563,-77.4585154
MLS Listing,,Single Family Residential,2525 Maple Hall Ct,Midlothian,VA,23113,1395000,6,5.5,Founders Bridge,7900,27442,2006,9,177,120,Active,,,http://www.redfin.com/VA/Midlothian/2525-Maple-Hall-Ct-23113/home/59471701,CVRMLS,2008072,N,Y,37.5355761,-77.6888195
MLS Listing,,Townhouse,7873 Marshall Arch Dr,Hanover,VA,23111,259950,3,3,Liberty Trace,1741,3049,2013,9,149,144,Active,,,http://www.redfin.com/VA/Mechanicsville/7873-Marshall-Arch-Dr-23111/home/56173855,CVRMLS,2009090,N,Y,37.6115539,-77.3266767
MLS Listing,,Single Family Residential,4914 1/2 Park Ave,Richmond,VA,23226,795000,4,3.5,Patterson Place,3144,6969,2020,9,253,,Active,,,http://www.redfin.com/VA/Richmond/4914-1-2-Park-Ave-23226/home/55448088,CVRMLS,2009055,N,Y,37.5735743,-77.5014963
MLS Listing,,Vacant Land,5200 Claytonshire Ct,Glen Allen,VA,23060,149950,,,Claytonshire,,47044,,9,,,Active,,,http://www.redfin.com/VA/Glen-Allen/5200-Claytonshire-Ct-23060/home/59601459,CVRMLS,2009089,N,Y,37.669381,-77.5524049
MLS Listing,,Single Family Residential,14405 Twickenham Pl,Chesterfield,VA,23832,367950,5,3.5,Birkdale,2612,19166,2000,9,141,34,Active,,,http://www.redfin.com/VA/Chesterfield/14405-Twickenham-Pl-23832/home/59497952,CVRMLS,2009059,N,Y,37.3853552,-77.6669674
MLS Listing,,Single Family Residential,3409 W Grace St,Richmond,VA,23221,479950,3,2.5,,2054,3920,1927,9,234,,Active,,,http://www.redfin.com/VA/Richmond/3409-W-Grace-St-23221/home/55445963,CVRMLS,2009081,N,Y,37.566196,-77.4789827
MLS Listing,,Single Family Residential,4802 Riverside Dr,Richmond,VA,23225,429900,3,2.5,Westover Hills,2004,7405,1937,9,215,,Active,,,http://www.redfin.com/VA/Richmond/4802-Riverside-Dr-23225/home/55432250,CVRMLS,2009064,N,Y,37.5271494,-77.4836634
MLS Listing,,Single Family Residential,1405 Walton Bluff Ter,Midlothian,VA,23114,325000,4,2.5,Walton Bluff,2128,9147,1988,9,153,,Active,,,http://www.redfin.com/VA/Midlothian/1405-Walton-Bluff-Ter-23114/home/59508598,CVRMLS,2009004,N,Y,37.4760621,-77.6381273
MLS Listing,,Townhouse,6741 N Grand Brook Cir,Richmond,VA,23225,193000,3,2.5,Townes At Grand Oaks,1418,1742,2006,9,136,100,Active,,,http://www.redfin.com/VA/Richmond/6741-N-Grand-Brook-Cir-23225/home/55388847,CVRMLS,2007270,N,Y,37.5166291,-77.5205024
MLS Listing,,Single Family Residential,1114 N 26th St,Richmond,VA,23223,227500,3,2.5,,1680,4356,2017,9,135,,Active,,,http://www.redfin.com/VA/Richmond/1114-N-26th-St-23223/home/55409556,CVRMLS,2009039,N,Y,37.5385402,-77.41096
MLS Listing,,Single Family Residential,5108 Kemp St,Richmond,VA,23231,220000,4,2,,1482,,1948,9,148,,Active,,,http://www.redfin.com/VA/Richmond/5108-Kemp-St-23231/home/59689621,CVRMLS,2009060,N,Y,37.5167189,-77.3860258
MLS Listing,,Condo/Co-op,2956 Hathaway Rd Unit U110,Richmond,VA,23225,255000,2,2,Hathaway Tower Condominiums,1561,,1972,9,163,535,Active,,,http://www.redfin.com/VA/Richmond/2956-Hathaway-Rd-23225/unit-U110/home/55396960,CVRMLS,2008831,N,Y,37.54007,-77.5196469
MLS Listing,,Single Family Residential,9640 Fernleigh Dr,Richmond,VA,23235,150000,4,3,Fernleigh,2824,19602,1964,9,53,,Active,,,http://www.redfin.com/VA/Richmond/9640-Fernleigh-Dr-23235/home/55394232,CVRMLS,2009028,N,Y,37.5416591,-77.5749495
MLS Listing,,Single Family Residential,812 Agee Ter,Midlothian,VA,23114,414999,4,3.5,Armistead Village at Charter Colony,2769,6534,2015,9,150,70,Active,,,http://www.redfin.com/VA/Midlothian/812-Agee-Ter-23114/home/59484933,CVRMLS,2009048,N,Y,37.484203,-77.667483
MLS Listing,,Single Family Residential,3601 Meadowbridge Rd,Richmond,VA,23222,85000,2,1,North Highland Park,679,6098,1947,9,125,,Active,,,http://www.redfin.com/VA/Richmond/3601-Meadowbridge-Rd-23222/home/55424287,CVRMLS,2008986,N,Y,37.5810037,-77.4226272
MLS Listing,,Single Family Residential,9063 Lindstrom Pl,Mechanicsville,VA,23116,399990,3,2.5,Garrison Manor,2499,,2020,9,160,29,Active,,,http://www.redfin.com/VA/Mechanicsville/9063-Lindstrom-Pl-23116/home/170216339,CVRMLS,2009047,N,Y,37.6496881,-77.380365
MLS Listing,,Single Family Residential,3809 Quinn Abbey Ln,Henrico,VA,23223,302990,4,2.5,Kensington Meadows,2423,,2020,9,125,22,Active,,,http://www.redfin.com/VA/Henrico/3809-Quinn-Abbey-LN-23223/home/170136508,CVRMLS,2009045,N,Y,37.5621276,-77.3668965
MLS Listing,,Single Family Residential,1904 Glenwilton Dr,Henrico,VA,23223,292990,4,2.5,Kensington Meadows,2114,,2020,9,139,22,Active,,,http://www.redfin.com/VA/Richmond/1904-Glenwilton-Dr-23223/home/170136242,CVRMLS,2009044,N,Y,37.5668282,-77.3652475
MLS Listing,,Single Family Residential,3905 Seasons Ln,Henrico,VA,23223,283990,3,2,Kensington Meadows,1601,,2020,9,177,22,Active,,,http://www.redfin.com/VA/Richmond/3905-Seasons-Ln-23223/home/171102748,CVRMLS,2009041,N,Y,37.5638336,-77.3697295
MLS Listing,,Single Family Residential,3805 Alderleaf Ln,Henrico,VA,23223,259990,3,2.5,Kensington Meadows,1627,,2020,9,160,22,Active,,,http://www.redfin.com/VA/Richmond/3805-Alderleaf-LN-23223/home/170127795,CVRMLS,2009038,N,Y,37.5621276,-77.3668965
MLS Listing,,Single Family Residential,4910 Green Run Ct,Henrico,VA,23228,247950,3,2,Forest Green II Of Shannon Gr,1528,12196,1990,10,162,3,Active,,,http://www.redfin.com/VA/Richmond/4910-Green-Run-Ct-23228/home/59635930,CVRMLS,2006763,N,Y,37.6362815,-77.5347801
MLS Listing,,Single Family Residential,6117 Ashmont Ln,Glen Allen,VA,23059,659950,4,3.5,Ashmont At Wyndham,3773,16988,1994,10,175,69,Active,,,http://www.redfin.com/VA/Glen-Allen/6117-Ashmont-Ln-23059/home/59612740,CVRMLS,2008545,N,Y,37.704382,-77.6017436
MLS Listing,,Single Family Residential,7805 Halyard Ter,Chesterfield,VA,23832,239900,4,2,Ashbrook,1656,5227,1991,10,145,20,Active,,,http://www.redfin.com/VA/Chesterfield/7805-Halyard-Ter-23832/home/59493662,CVRMLS,2008720,N,Y,37.3942266,-77.6829931
MLS Listing,,Single Family Residential,11831 Exbury Ter,Chesterfield,VA,23114,249900,3,2,Exbury,1391,12632,1990,10,180,,Active,,,http://www.redfin.com/VA/Midlothian/11831-Exbury-Ter-23114/home/59515377,CVRMLS,2008828,N,Y,37.4724561,-77.6163489
MLS Listing,,Single Family Residential,110 Seneca Rd,Richmond,VA,23226,850000,4,2.5,Tuckahoe Terrace,3244,7840,1940,10,262,,Active,,,http://www.redfin.com/VA/Richmond/110-Seneca-Rd-23226/home/55449945,CVRMLS,2008967,N,Y,37.5714662,-77.5165694
MLS Listing,,Single Family Residential,1210 Rosecroft Rd,Henrico,VA,23229,230000,3,1,Ridgecrest,1125,10890,1955,10,204,,Active,,,http://www.redfin.com/VA/Richmond/1210-Rosecroft-Rd-23229/home/59659130,CVRMLS,2009030,N,Y,37.597785,-77.57177
MLS Listing,,Townhouse,8018 Ellendale Dr,Mechanicsville,VA,23116,300000,3,2.5,Rutland,1829,,2017,10,164,80,Active,,,http://www.redfin.com/VA/Mechanicsville/8018-Ellendale-Dr-23116/home/131661405,CVRMLS,2009025,N,Y,37.6537819,-77.4027113
MLS Listing,,Single Family Residential,3312 Delaware Ave,Richmond,VA,23222,319000,3,2.5,Highland Park,1725,,1922,10,185,,Active,,,http://www.redfin.com/VA/Richmond/3312-Delaware-Ave-23222/home/55423246,CVRMLS,2009016,N,Y,37.5768641,-77.4206276
MLS Listing,,Single Family Residential,2118 Floyd Ave,Richmond,VA,23220,584950,3,2.5,,2421,3484,1911,10,242,,Active,,,http://www.redfin.com/VA/Richmond/2118-Floyd-Ave-23220/home/55441064,CVRMLS,2008977,N,Y,37.5513207,-77.4671892
MLS Listing,,Townhouse,12131 Perdue Springs Loop,Chester,VA,23831,199740,3,2.5,Westchester Townhouses,1360,1742,2019,10,147,120,Active,,,http://www.redfin.com/VA/Chester/12131-Perdue-Springs-Loop-23831/home/59486760,CVRMLS,2008366,N,Y,37.362504,-77.421419
MLS Listing,,Single Family Residential,5512 Gatebridge Rd,North Chesterfield,VA,23234,230000,3,2,Stonebridge,1528,13939,1990,10,151,,Active,,,http://www.redfin.com/VA/Richmond/5512-Gatebridge-Rd-23234/home/59553832,CVRMLS,2007496,N,Y,37.4227204,-77.4905191
MLS Listing,,Single Family Residential,9516 Simpson Bay Dr,Mechanicsville,VA,23116,428000,4,3,Summer Duck,2277,12196,2019,10,188,33,Active,,,http://www.redfin.com/VA/Mechanicsville/9516-Simpson-Bay-Dr-23116/home/131659943,CVRMLS,2008870,N,Y,37.669488,-77.421
MLS Listing,,Single Family Residential,4719 Fitzhugh Ave,Richmond,VA,23230,469000,4,2.5,Monument Avenue Park,2853,9583,1950,10,164,,Active,,,http://www.redfin.com/VA/Richmond/4719-Fitzhugh-Ave-23230/home/55447749,CVRMLS,2008475,N,Y,37.5781958,-77.4933867
MLS Listing,,Single Family Residential,12035 Stonewick Pl,Glen Allen,VA,23059,575000,6,4.5,Stonewick At Grey Oaks,3785,15245,2007,10,152,48,Active,,,http://www.redfin.com/VA/Glen-Allen/12035-Stonewick-Pl-23059/home/59603759,CVRMLS,2008626,N,Y,37.6821774,-77.6151494
MLS Listing,,Townhouse,1700 Rose Mill Cir,Midlothian,VA,23112,239950,3,2.5,Watermill Villas,1828,5662,2004,10,131,210,Active,,,http://www.redfin.com/VA/Midlothian/1700-Rose-Mill-Cir-23112/home/59585259,CVRMLS,2008522,N,Y,37.465068,-77.677229
MLS Listing,,Single Family Residential,3810 Moss Side Ave,Richmond,VA,23222,320000,0,2,Ginter Park,3932,30056,1900,10,81,,Active,,,http://www.redfin.com/VA/Richmond/3810-Moss-Side-Ave-23222/home/143987153,CVRMLS,2008979,N,Y,37.5862148,-77.4426955
MLS Listing,,Single Family Residential,3800 Moss Side Ave,Richmond,VA,23222,275000,0,2,Ginter Park,5600,15245,1958,10,49,,Active,,,http://www.redfin.com/VA/Richmond/3800-Moss-Side-Ave-23222/home/171163744,CVRMLS,2008857,N,Y,37.5849975,-77.4424612
MLS Listing,,Vacant Land,0 Cold Harbor Rd,Hanover,VA,23111,90000,,,,,43560,,10,,,Active,,,http://www.redfin.com/VA/Mechanicsville/Cold-Harbor-Rd-23111/home/56196109,CVRMLS,2008976,N,Y,37.601876,-77.369051
MLS Listing,,Single Family Residential,11102 Buckhead Ter,Midlothian,VA,23113,615000,4,4.5,Reeds Landing,4178,48351,1989,10,147,178,Active,,,http://www.redfin.com/VA/Midlothian/11102-Buckhead-Ter-23113/home/59519368,CVRMLS,2008768,N,Y,37.5449988,-77.6061553
MLS Listing,,Single Family Residential,3802 Moss Side Ave,Richmond,VA,23222,419500,3,2.5,Ginter Park,1664,14810,1919,10,252,,Active,,,http://www.redfin.com/VA/Richmond/3802-Moss-Side-Ave-23222/home/55425086,CVRMLS,2008877,N,Y,37.5852212,-77.4424756
MLS Listing,,Single Family Residential,2800 Purcell Ct,Henrico,VA,23060,429500,4,2.5,,2756,10890,2020,10,156,,Active,,,http://www.redfin.com/VA/Glen-Allen/Purcell-Pl-23060/home/145289900,CVRMLS,2008880,N,Y,37.654541,-77.505186
MLS Listing,,Single Family Residential,2008 Miller Ave,Richmond,VA,23222,260000,3,2.5,Barton Heights,2116,6969,1917,10,123,,Active,,,http://www.redfin.com/VA/Richmond/2008-Miller-Ave-23222/home/55417240,CVRMLS,2008963,N,Y,37.5613349,-77.435617
MLS Listing,,Single Family Residential,5220 Claytonshire Ct,Glen Allen,VA,23060,459950,6,3.5,Claytonshire,3184,10890,2006,10,144,,Active,,,http://www.redfin.com/VA/Glen-Allen/5220-Claytonshire-Ct-23060/home/59601457,CVRMLS,2007012,N,Y,37.6693042,-77.5542172
MLS Listing,,Single Family Residential,3316 Suffolk Rd,Richmond,VA,23227,699950,4,3.5,Sherwood Park,2879,9583,1950,10,243,,Active,,,http://www.redfin.com/VA/Richmond/3316-Suffolk-Rd-23227/home/55422868,CVRMLS,2008911,N,Y,37.5772455,-77.4580484
MLS Listing,,Single Family Residential,414 S Harrison St,Richmond,VA,23220,289000,2,2,,1166,2178,2016,10,248,,Active,,,http://www.redfin.com/VA/Richmond/414-S-Harrison-St-23220/home/76771793,CVRMLS,2008946,N,Y,37.5415003,-77.4578163
MLS Listing,,Single Family Residential,106 Tonbridge Rd,Richmond,VA,23221,1150000,4,4.5,Windsor Farms,5049,19602,1928,10,228,40,Active,,,http://www.redfin.com/VA/Richmond/106-Tonbridge-Rd-23221/home/55452090,CVRMLS,2008933,N,Y,37.5587639,-77.5009587
MLS Listing,,Single Family Residential,2900 Garland Ave,Richmond,VA,23222,449900,4,2.5,Brookland Park,2528,9583,1922,10,178,,Active,,,http://www.redfin.com/VA/Richmond/2900-Garland-Ave-23222/home/55420101,CVRMLS,2008648,N,Y,37.5702083,-77.4342802
MLS Listing,,Vacant Land,4200 North Ave,Richmond,VA,23222,160000,,,Ginter Park,,13068,,10,,,Active,,,http://www.redfin.com/VA/Richmond/4200-North-Ave-23222/home/55425089,CVRMLS,2008943,N,Y,37.586555,-77.442748
MLS Listing,,Single Family Residential,12601 Hardings Trace Ct,Richmond,VA,23233,714950,6,4.5,Hardings Trace,5358,20908,1990,10,133,14,Active,,,http://www.redfin.com/VA/Richmond/12601-Hardings-Trace-Ct-23233/home/59624005,CVRMLS,2008615,N,Y,37.6406961,-77.6358705
MLS Listing,,Single Family Residential,6907 Swanhaven Dr,Chesterfield,VA,23234,364950,4,3.5,Watermark,2844,,2015,10,128,45,Active,,,http://www.redfin.com/VA/Richmond/6907-Swanhaven-Dr-23234/home/59489125,CVRMLS,2008661,N,Y,37.418054,-77.509418
MLS Listing,,Single Family Residential,8308 Mark Lawn Dr,Henrico,VA,23229,210000,3,1,Mark Lawn,1080,13503,1955,10,194,,Active,,,http://www.redfin.com/VA/Richmond/8308-Mark-Lawn-Dr-23229/home/59643382,CVRMLS,2008471,N,Y,37.6210421,-77.5493475
MLS Listing,,Single Family Residential,10225 Locklies Dr,Glen Allen,VA,23060,415000,3,2.5,Townes At Crossridge,2168,5662,2003,10,191,155,Active,,,http://www.redfin.com/VA/Glen-Allen/10225-Locklies-Dr-23060/home/59596876,CVRMLS,2008334,N,Y,37.6567769,-77.5296739
MLS Listing,,Townhouse,5511 Millstream Ln,Henrico,VA,23228,205000,3,2.5,Millspring Townes,1376,1742,2003,10,149,165,Active,,,http://www.redfin.com/VA/Richmond/5511-Millstream-Ln-23228/home/59597301,CVRMLS,2006106,N,Y,37.6379493,-77.5234813
MLS Listing,,Single Family Residential,6737 Gills Gate Ter,Chesterfield,VA,23832,200000,4,2.5,Gills Gate,2524,24393,2001,10,79,6,Active,,,http://www.redfin.com/VA/Chesterfield/6737-Gills-Gate-Ter-23832/home/59587080,CVRMLS,2007376,N,Y,37.4459728,-77.5198199
MLS Listing,,Single Family Residential,9921 Third Branch Dr,Chesterfield,VA,23832,319950,3,2.5,Candlelamp,2569,47044,1985,10,125,,Active,,,http://www.redfin.com/VA/Chesterfield/9921-3rd-Branch-Dr-23832/home/59511991,CVRMLS,2008503,N,Y,37.3772894,-77.6236979
MLS Listing,,Single Family Residential,12307 Duck River Rd,Midlothian,VA,23112,115000,2,1.5,Plum Creek At South Ridge,1020,9583,1985,10,113,,Active,,,http://www.redfin.com/VA/Midlothian/12307-Duck-River-Rd-23112/home/59513507,CVRMLS,2008764,N,Y,37.446897,-77.6201731
MLS Listing,,Single Family Residential,906 Greenway Ln,Richmond,VA,23226,349900,4,2,Willow Lawn,1485,10018,1951,10,236,,Active,,,http://www.redfin.com/VA/Richmond/906-Greenway-Ln-23226/home/55449774,CVRMLS,2008642,N,Y,37.5756179,-77.5060003
MLS Listing,,Single Family Residential,3107 5th Ave,Richmond,VA,23222,69999,3,1,Highland Park Addition,1408,2613,1920,11,50,,Active,,,http://www.redfin.com/VA/Richmond/3107-5th-Ave-23222/home/55426035,CVRMLS,2008926,N,Y,37.5686258,-77.4136052
MLS Listing,,Single Family Residential,8303 Morelock Ct,Chesterfield,VA,23236,220000,3,2,Brookfield South,1254,13068,1987,11,175,,Active,,,http://www.redfin.com/VA/Richmond/8303-Morelock-Ct-23236/home/59539009,CVRMLS,2006906,N,Y,37.4874872,-77.548485
MLS Listing,,Single Family Residential,4703 Mill Park Dr,Glen Allen,VA,23060,305000,4,2.5,Dunncroft,1804,10454,1983,11,169,,Active,,,http://www.redfin.com/VA/Glen-Allen/4703-Mill-Park-Dr-23060/home/59620422,CVRMLS,2007795,N,Y,37.6518121,-77.541522
MLS Listing,,Single Family Residential,1500 Lochwood Dr,Henrico,VA,23238,449950,5,4.5,Tuckahoe Village West,3480,16988,1972,11,129,,Active,,,http://www.redfin.com/VA/Richmond/1500-Lochwood-Dr-23238/home/59647470,CVRMLS,2007865,N,Y,37.61012,-77.6394849
